Female,Male,Vine,Observation_no,2020-05-06,2020-05-12,2020-05-17,2020-05-20,2020-05-23,2020-05-27,2020-05-30,2020-06-02,2020-06-06,2020-06-08,2020-06-11,2020-06-14,2020-06-18,2020-06-21,2020-06-25,2020-06-29,2020-07-02,2020-07-05,2020-07-13,2020-07-22,2020-07-27,2020-08-02,2020-08-09,2020-08-13,2020-08-16,2020-08-22,2020-08-26
SKND.009.41,ND.213,1.064.044,4,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.064.045,4,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.001,4,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.002,4,0,0,1,3,5,11,8,13,14,14,15,18,NA,17,18,23,23,77,29,24,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.003,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.004,4,1,0,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.005,4,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.006,4,5,0,1,1,1,11,12,13,14,14,20,17,NA,22,23,75,30,28,75,36,83,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.007,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.008,4,3,1,5,1,5,7,8,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.009,4,3,1,1,1,1,0,0,0,0,0,0,8,14,15,15,18,23,20,23,30,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.010,4,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.011,4,1,5,3,8,12,12,12,13,15,16,61,68,20,71,19,75,25,75,75,79,79,79,NA,79,NA,NA,NA
SKND.009.41,ND.213,1.065.012,4,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.013,4,0,1,3,3,3,0,0,11,13,13,14,15,17,17,18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.014,4,0,5,5,8,12,13,15,16,19,18,20,67,73,75,75,75,75,75,77,79,79,79,83,85,85,85,85
SKND.009.41,ND.213,1.065.015,4,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.016,4,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.017,4,0,0,0,0,1,7,8,11,12,12,12,12,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.018,4,0,0,5,3,7,11,11,13,13,15,63,69,71,73,73,75,75,77,77,79,83,83,85,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.019,4,0,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.020,4,0,1,5,1,12,13,14,14,15,14,64,68,71,73,73,75,75,75,77,79,81,81,85,85,85,85,85
SKND.009.41,ND.213,1.065.021,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.022,4,0,0,1,1,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.023,4,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.024,4,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.025,4,1,3,5,8,11,13,13,14,15,18,61,69,71,73,73,75,75,77,75,79,79,79,83,85,85,85,85
SKND.009.41,ND.213,1.065.026,4,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.027,4,1,0,1,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.028,4,5,5,5,5,5,12,13,14,15,13,17,61,71,71,73,73,71,75,75,79,79,79,85,85,83,85,NA
SKND.009.41,ND.213,1.065.029,4,5,1,1,7,8,12,11,15,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.030,4,NA,0,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.031,4,1,0,3,5,5,8,8,12,13,14,15,15,17,17,17,19,16,19,20,22,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.032,4,0,0,1,1,1,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.033,4,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.034,4,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.035,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.036,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.037,4,0,0,1,1,1,3,0,0,12,13,13,15,15,14,16,17,NA,18,24,24,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.038,4,3,1,1,3,1,8,8,13,14,15,60,67,71,73,75,75,75,75,77,79,79,79,79,81,83,85,85
SKND.009.41,ND.213,1.065.039,4,0,0,1,1,1,12,12,14,15,14,8,12,20,13,15,17,35,32,32,27,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.040,4,NA,0,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.041,4,0,0,1,1,1,7,0,11,12,12,13,14,13,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.042,4,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.043,4,3,1,1,1,5,11,12,14,16,0,17,19,0,0,14,NA,30,34,30,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.044,4,0,0,0,1,1,0,0,0,0,0,13,NA,NA,NA,0,NA,NA,NA,16,12,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.045,4,1,0,1,1,1,0,0,0,0,12,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.046,4,3,3,5,11,13,13,14,16,17,17,65,69,73,75,75,75,75,77,77,39,79,79,NA,NA,83,NA,NA
SKND.009.41,ND.213,1.065.047,4,1,0,1,1,1,11,0,13,11,12,14,14,15,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,85
SKND.009.41,ND.213,1.065.048,4,0,0,1,1,11,0,12,12,14,14,15,15,14,0,0,26,32,14,NA,22,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.065.049,4,0,0,1,1,5,11,12,NA,0,0,14,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.001,4,0,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.002,4,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.003,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.004,4,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.005,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.006,4,5,3,3,5,1,8,0,0,11,12,11,8,0,0,12,NA,NA,0,15,13,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.007,4,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.008,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.009,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.010,4,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.011,4,1,3,3,3,5,7,8,8,13,15,15,17,NA,20,22,71,75,75,20,20,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.012,4,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.013,4,0,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.014,4,0,3,3,1,7,13,14,14,16,15,62,67,73,71,75,75,75,77,77,79,81,81,85,85,85,85,85
SKND.009.41,ND.213,1.066.015,4,0,1,0,0,0,7,0,0,0,14,15,16,18,12,12,19,18,NA,75,12,NA,NA,NA,85,NA,NA,NA
SKND.009.41,ND.213,1.066.016,4,0,1,1,0,5,12,13,14,16,16,17,65,71,73,75,73,77,75,75,79,83,85,85,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.017,4,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.018,4,0,1,0,12,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.019,4,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.020,4,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.021,4,0,1,1,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.022,4,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.023,4,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.024,4,0,1,1,1,11,13,13,14,15,15,16,18,19,19,20,NA,22,23,25,19,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.025,4,NA,1,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.026,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.027,4,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.028,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.029,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.030,4,0,1,1,1,3,7,7,8,12,13,12,8,13,13,14,15,19,15,NA,22,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.031,4,0,1,1,1,3,13,14,15,16,16,16,63,71,73,73,73,75,75,75,79,83,83,85,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.032,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.033,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.034,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.035,4,0,1,1,1,1,0,0,0,0,0,0,13,0,15,17,12,17,13,13,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.036,4,1,1,1,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.037,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.038,4,0,1,1,1,1,0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.039,4,0,3,1,1,3,0,0,0,8,0,0,12,0,0,16,14,20,16,23,27,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.040,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.041,4,0,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.042,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.043,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.044,4,0,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.045,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.046,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.047,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.048,4,0,0,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.049,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.050,4,1,1,3,8,8,13,12,15,15,15,18,15,18,20,20,26,27,16,33,27,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.051,4,1,1,3,5,5,8,12,12,14,14,17,20,16,16,19,23,22,75,25,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.066.052,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.001,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.002,4,0,1,0,1,1,11,1,12,13,13,14,18,16,16,13,24,24,30,30,25,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.003,4,3,3,5,5,5,11,13,13,14,14,15,17,20,NA,22,75,20,31,32,36,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.004,4,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.005,4,0,1,1,1,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.006,4,0,1,1,0,1,0,0,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.007,4,0,1,1,0,1,0,7,8,11,12,13,NA,16,13,17,18,22,23,16,28,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.008,4,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.009,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.010,4,0,1,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.011,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.012,4,1,3,5,11,11,12,14,16,13,19,NA,69,73,73,75,75,75,75,75,79,83,85,85,85,NA,85,NA
SKND.009.41,ND.213,1.067.013,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.014,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.015,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.016,4,0,1,3,8,8,12,13,13,14,16,65,69,73,75,75,77,75,75,77,79,81,81,85,85,85,85,85
SKND.009.41,ND.213,1.067.017,4,0,1,1,1,1,5,5,13,0,19,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.018,4,0,1,3,7,8,12,13,16,16,16,61,68,71,73,75,75,75,75,75,79,79,79,83,85,85,85,85
SKND.009.41,ND.213,1.067.019,4,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.020,4,0,1,1,1,8,8,12,13,12,12,13,14,15,15,15,17,19,22,22,27,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.021,4,0,1,1,1,1,8,8,13,13,13,13,15,69,19,19,73,75,27,75,22,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.022,4,NA,NA,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.023,4,0,NA,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.024,4,0,NA,1,1,1,0,0,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.025,4,0,1,1,3,3,8,11,13,13,13,14,15,71,73,73,75,77,75,79,79,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.026,4,0,1,1,1,1,0,0,0,0,0,0,0,14,14,15,20,22,20,NA,29,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.027,4,1,1,7,NA,13,14,14,16,17,18,67,69,71,71,75,75,75,77,75,79,79,83,85,85,85,NA,NA
SKND.009.41,ND.213,1.067.028,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.029,4,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.030,4,0,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.031,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.032,4,1,3,5,8,8,13,14,15,16,18,19,20,23,19,20,28,25,32,37,27,79,79,83,85,85,83,85
SKND.009.41,ND.213,1.067.033,4,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.034,4,1,3,7,11,13,14,14,16,15,68,65,69,75,75,77,75,75,77,77,79,79,79,81,79,81,85,85
SKND.009.41,ND.213,1.067.035,4,0,0,1,0,1,12,13,8,12,13,15,14,0,11,17,23,26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.036,4,0,1,1,1,5,8,12,13,14,14,15,16,18,18,17,75,75,NA,77,79,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.037,4,1,1,3,1,5,13,13,16,18,15,19,NA,73,73,75,75,75,75,75,79,79,79,79,81,79,83,85
SKND.009.41,ND.213,1.067.038,4,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.039,4,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.040,4,1,1,3,1,3,0,0,0,0,0,0,16,16,14,22,NA,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.041,4,0,0,1,3,3,0,0,0,8,11,12,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.042,4,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.043,4,1,1,5,8,7,12,13,14,14,61,NA,69,69,75,73,75,75,77,79,79,79,79,79,79,81,81,85
SKND.009.41,ND.213,1.067.044,4,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.045,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.046,4,0,1,1,1,1,1,7,0,12,12,13,14,16,17,18,20,22,25,29,31,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.047,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SKND.009.41,ND.213,1.067.048,4,0,1,1,1,1,0,7,12,12,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
